,School,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award, FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,CITY,TuitionAmount,region,State,Substate Region,value,year
10235,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10236,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10237,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10238,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 10,California,Region 10,0.064601696,2012.0
10239,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10240,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10241,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10243,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region II,Illinois,Region II,0.0588701886,2012.0
10244,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10245,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10246,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10247,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10252,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 10,California,Region 10,0.064601696,2012.0
10253,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10254,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10255,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10256,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 10,California,Region 10,0.064601696,2012.0
10257,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10258,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10259,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10261,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region II,Illinois,Region II,0.0588701886,2012.0
10262,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10263,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10264,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10265,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10270,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 10,California,Region 10,0.064601696,2012.0
10271,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10272,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10273,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10274,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 10,California,Region 10,0.064601696,2012.0
10275,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10276,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10277,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10279,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region II,Illinois,Region II,0.0588701886,2012.0
10280,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10281,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10282,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10283,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10288,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 10,California,Region 10,0.064601696,2012.0
10289,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10290,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10291,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10292,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 10,California,Region 10,0.064601696,2012.0
10293,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10294,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10295,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10297,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region II,Illinois,Region II,0.0588701886,2012.0
10298,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10299,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10300,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10301,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10306,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 10,California,Region 10,0.064601696,2012.0
10307,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10308,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10309,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10310,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 10,California,Region 10,0.064601696,2012.0
10311,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10312,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10313,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10315,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region II,Illinois,Region II,0.0588701886,2012.0
10316,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10317,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10318,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10319,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10324,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 10,California,Region 10,0.064601696,2012.0
10325,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10326,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10327,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10328,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 10,California,Region 10,0.064601696,2012.0
10329,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10330,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10331,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10333,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region II,Illinois,Region II,0.0588701886,2012.0
10334,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10335,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10336,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10337,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10342,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 10,California,Region 10,0.064601696,2012.0
10343,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10344,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10345,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10346,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 10,California,Region 10,0.064601696,2012.0
10347,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10348,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10349,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10351,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region II,Illinois,Region II,0.0588701886,2012.0
10352,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10353,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10354,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10355,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10360,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 10,California,Region 10,0.064601696,2012.0
10361,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10362,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10363,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10364,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 10,California,Region 10,0.064601696,2012.0
10365,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10366,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10367,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10369,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region II,Illinois,Region II,0.0588701886,2012.0
10370,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10371,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10372,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10373,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10378,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 10,California,Region 10,0.064601696,2012.0
10379,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10380,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10381,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10382,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 10,California,Region 10,0.064601696,2012.0
10383,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10384,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10385,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10387,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region II,Illinois,Region II,0.0588701886,2012.0
10388,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10389,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10390,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10391,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10396,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 10,California,Region 10,0.064601696,2012.0
10397,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10398,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10399,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10400,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 10,California,Region 10,0.064601696,2012.0
10401,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10402,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10403,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10405,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region II,Illinois,Region II,0.0588701886,2012.0
10406,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10407,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10408,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10409,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,San Bernardino,24832.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10414,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 10,California,Region 10,0.064601696,2012.0
10415,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10416,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10417,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10418,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 10,California,Region 10,0.064601696,2012.0
10419,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10420,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10421,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10423,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region II,Illinois,Region II,0.0588701886,2012.0
10424,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10425,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10426,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10427,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Anaheim,23333.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10432,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 10,California,Region 10,0.064601696,2012.0
10433,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10434,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10435,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10436,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 10,California,Region 10,0.064601696,2012.0
10437,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10438,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10439,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10441,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region II,Illinois,Region II,0.0588701886,2012.0
10442,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
10443,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Capital District,Nevada,Capital District,0.0656448603,2012.0
10444,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Region 4,Oregon,Region 4,0.077599625,2012.0
10445,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Ontario,24741.0,Davis County,Utah,Davis County,0.0928473033,2012.0
10450,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 10,California,Region 10,0.064601696,2012.0
10451,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10452,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 21R,California,Region 21R,0.0685640707,2012.0
10453,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
10454,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 10,California,Region 10,0.064601696,2012.0
10455,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 8R (Alameda),California,Region 8R (Alameda),0.0636359011,2012.0
10456,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
10457,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region 4,Colorado,Region 4,0.0615963942,2012.0
10459,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Region II,Illinois,Region II,0.0588701886,2012.0
10460,everest college,91761-3222     ,Proprietary,63,90577,107982,0,0,0,706,107280,171291,Reseda,23560.0,Eastern (St. Louis City and County),Missouri,Eastern (St. Louis City and County),0.0705069959,2012.0
