,School,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award, FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,CITY,TuitionAmount,region,State,Substate Region,value,year
3241,columbia college,60605-1996     ,Private/Non-Profit,138,656491,539093,0,0,0,359,575927,616750,Columbia,16564.0,Region 2,South Carolina,Region 2,0.0648767789,2012.0
3243,columbia college,60605-1996     ,Private/Non-Profit,138,656491,539093,0,0,0,359,575927,616750,Columbia,36928.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
3244,columbia college,60605-1996     ,Private/Non-Profit,138,656491,539093,0,0,0,359,575927,616750,Columbia,36928.0,Southwest,Missouri,Southwest,0.0774764994,2012.0
3245,columbia college,60605-1996     ,Private/Non-Profit,138,656491,539093,0,0,0,359,575927,616750,Columbia,36928.0,Region 2,South Carolina,Region 2,0.0648767789,2012.0
3247,columbia college,65216-4581     ,Private/Non-Profit,228,400000,639493,0,0,0,364,400000,400000,Sonora,9720.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
3248,columbia college,65216-4581     ,Private/Non-Profit,228,400000,639493,0,0,0,364,400000,400000,Sonora,9720.0,Southwest,Missouri,Southwest,0.0774764994,2012.0
3249,columbia college,65216-4581     ,Private/Non-Profit,228,400000,639493,0,0,0,364,400000,400000,Sonora,9720.0,Region 2,South Carolina,Region 2,0.0648767789,2012.0
3251,columbia college,65216-4581     ,Private/Non-Profit,228,400000,639493,0,0,0,364,400000,400000,Columbia,16564.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
3252,columbia college,65216-4581     ,Private/Non-Profit,228,400000,639493,0,0,0,364,400000,400000,Columbia,16564.0,Southwest,Missouri,Southwest,0.0774764994,2012.0
3253,columbia college,65216-4581     ,Private/Non-Profit,228,400000,639493,0,0,0,364,400000,400000,Columbia,16564.0,Region 2,South Carolina,Region 2,0.0648767789,2012.0
3255,columbia college,65216-4581     ,Private/Non-Profit,228,400000,639493,0,0,0,364,400000,400000,Columbia,36928.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
3256,columbia college,65216-4581     ,Private/Non-Profit,228,400000,639493,0,0,0,364,400000,400000,Columbia,36928.0,Southwest,Missouri,Southwest,0.0774764994,2012.0
3257,columbia college,65216-4581     ,Private/Non-Profit,228,400000,639493,0,0,0,364,400000,400000,Columbia,36928.0,Region 2,South Carolina,Region 2,0.0648767789,2012.0
3259,columbia college,29203-5998     ,Private/Non-Profit,111,165039,154316,113,0,324697,51,111688,111688,Sonora,9720.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
3260,columbia college,29203-5998     ,Private/Non-Profit,111,165039,154316,113,0,324697,51,111688,111688,Sonora,9720.0,Southwest,Missouri,Southwest,0.0774764994,2012.0
3261,columbia college,29203-5998     ,Private/Non-Profit,111,165039,154316,113,0,324697,51,111688,111688,Sonora,9720.0,Region 2,South Carolina,Region 2,0.0648767789,2012.0
3263,columbia college,29203-5998     ,Private/Non-Profit,111,165039,154316,113,0,324697,51,111688,111688,Columbia,16564.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
3264,columbia college,29203-5998     ,Private/Non-Profit,111,165039,154316,113,0,324697,51,111688,111688,Columbia,16564.0,Southwest,Missouri,Southwest,0.0774764994,2012.0
3265,columbia college,29203-5998     ,Private/Non-Profit,111,165039,154316,113,0,324697,51,111688,111688,Columbia,16564.0,Region 2,South Carolina,Region 2,0.0648767789,2012.0
3267,columbia college,29203-5998     ,Private/Non-Profit,111,165039,154316,113,0,324697,51,111688,111688,Columbia,36928.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
3268,columbia college,29203-5998     ,Private/Non-Profit,111,165039,154316,113,0,324697,51,111688,111688,Columbia,36928.0,Southwest,Missouri,Southwest,0.0774764994,2012.0
3269,columbia college,29203-5998     ,Private/Non-Profit,111,165039,154316,113,0,324697,51,111688,111688,Columbia,36928.0,Region 2,South Carolina,Region 2,0.0648767789,2012.0
3271,columbia college,22031-4413     ,Proprietary,0,0,0,0,0,0,22,14479,21460,Sonora,9720.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
3272,columbia college,22031-4413     ,Proprietary,0,0,0,0,0,0,22,14479,21460,Sonora,9720.0,Southwest,Missouri,Southwest,0.0774764994,2012.0
3273,columbia college,22031-4413     ,Proprietary,0,0,0,0,0,0,22,14479,21460,Sonora,9720.0,Region 2,South Carolina,Region 2,0.0648767789,2012.0
3275,columbia college,22031-4413     ,Proprietary,0,0,0,0,0,0,22,14479,21460,Columbia,16564.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
3276,columbia college,22031-4413     ,Proprietary,0,0,0,0,0,0,22,14479,21460,Columbia,16564.0,Southwest,Missouri,Southwest,0.0774764994,2012.0
3277,columbia college,22031-4413     ,Proprietary,0,0,0,0,0,0,22,14479,21460,Columbia,16564.0,Region 2,South Carolina,Region 2,0.0648767789,2012.0
3279,columbia college,22031-4413     ,Proprietary,0,0,0,0,0,0,22,14479,21460,Columbia,36928.0,Region 5R (San Francisco),California,Region 5R (San Francisco),0.0674602353,2012.0
3280,columbia college,22031-4413     ,Proprietary,0,0,0,0,0,0,22,14479,21460,Columbia,36928.0,Southwest,Missouri,Southwest,0.0774764994,2012.0
3281,columbia college,22031-4413     ,Proprietary,0,0,0,0,0,0,22,14479,21460,Columbia,36928.0,Region 2,South Carolina,Region 2,0.0648767789,2012.0
3283,columbia college hollywood,91356-1411     ,Private/Non-Profit,9,14755,19300,0,0,0,176,19296,25728,Tarzana,29920.0,Region 10,California,Region 10,0.064601696,2012.0
3284,community christian college,92373-4465     ,Private/Non-Profit,11,5325,6179,0,0,0,69,6268,8750,Redlands,18626.0,Region 9R (San Mateo),California,Region 9R (San Mateo),0.0599311656,2012.0
3285,concordia university,92612-3203     ,Private/Non-Profit,77,150000,150000,0,0,0,146,68137,140849,Irvine,39895.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3286,concordia university,92612-3203     ,Private/Non-Profit,77,150000,150000,0,0,0,146,68137,140849,Irvine,39895.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3287,concordia university,92612-3203     ,Private/Non-Profit,77,150000,150000,0,0,0,146,68137,140849,Irvine,39895.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
3288,concordia university,92612-3203     ,Private/Non-Profit,77,150000,150000,0,0,0,146,68137,140849,Irvine,39895.0,Milwaukee,Wisconsin,Milwaukee,0.0664037896,2012.0
3289,concordia university,92612-3203     ,Private/Non-Profit,77,150000,150000,0,0,0,146,68137,140849,River Forest,34044.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3290,concordia university,92612-3203     ,Private/Non-Profit,77,150000,150000,0,0,0,146,68137,140849,River Forest,34044.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3291,concordia university,92612-3203     ,Private/Non-Profit,77,150000,150000,0,0,0,146,68137,140849,River Forest,34044.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
3292,concordia university,92612-3203     ,Private/Non-Profit,77,150000,150000,0,0,0,146,68137,140849,River Forest,34044.0,Milwaukee,Wisconsin,Milwaukee,0.0664037896,2012.0
3293,concordia university,92612-3203     ,Private/Non-Profit,77,150000,150000,0,0,0,146,68137,140849,Portland,34865.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3294,concordia university,92612-3203     ,Private/Non-Profit,77,150000,150000,0,0,0,146,68137,140849,Portland,34865.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3295,concordia university,92612-3203     ,Private/Non-Profit,77,150000,150000,0,0,0,146,68137,140849,Portland,34865.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
3296,concordia university,92612-3203     ,Private/Non-Profit,77,150000,150000,0,0,0,146,68137,140849,Portland,34865.0,Milwaukee,Wisconsin,Milwaukee,0.0664037896,2012.0
3297,concordia university,92612-3203     ,Private/Non-Profit,77,150000,150000,0,0,0,146,68137,140849,Mequon,35129.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3298,concordia university,92612-3203     ,Private/Non-Profit,77,150000,150000,0,0,0,146,68137,140849,Mequon,35129.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3299,concordia university,92612-3203     ,Private/Non-Profit,77,150000,150000,0,0,0,146,68137,140849,Mequon,35129.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
3300,concordia university,92612-3203     ,Private/Non-Profit,77,150000,150000,0,0,0,146,68137,140849,Mequon,35129.0,Milwaukee,Wisconsin,Milwaukee,0.0664037896,2012.0
3301,concordia university,60305-1499     ,Private/Non-Profit,197,244563,326084,36,0,61000,74,100312,133749,Irvine,39895.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3302,concordia university,60305-1499     ,Private/Non-Profit,197,244563,326084,36,0,61000,74,100312,133749,Irvine,39895.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3303,concordia university,60305-1499     ,Private/Non-Profit,197,244563,326084,36,0,61000,74,100312,133749,Irvine,39895.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
3304,concordia university,60305-1499     ,Private/Non-Profit,197,244563,326084,36,0,61000,74,100312,133749,Irvine,39895.0,Milwaukee,Wisconsin,Milwaukee,0.0664037896,2012.0
3305,concordia university,60305-1499     ,Private/Non-Profit,197,244563,326084,36,0,61000,74,100312,133749,River Forest,34044.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3306,concordia university,60305-1499     ,Private/Non-Profit,197,244563,326084,36,0,61000,74,100312,133749,River Forest,34044.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3307,concordia university,60305-1499     ,Private/Non-Profit,197,244563,326084,36,0,61000,74,100312,133749,River Forest,34044.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
3308,concordia university,60305-1499     ,Private/Non-Profit,197,244563,326084,36,0,61000,74,100312,133749,River Forest,34044.0,Milwaukee,Wisconsin,Milwaukee,0.0664037896,2012.0
3309,concordia university,60305-1499     ,Private/Non-Profit,197,244563,326084,36,0,61000,74,100312,133749,Portland,34865.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3310,concordia university,60305-1499     ,Private/Non-Profit,197,244563,326084,36,0,61000,74,100312,133749,Portland,34865.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3311,concordia university,60305-1499     ,Private/Non-Profit,197,244563,326084,36,0,61000,74,100312,133749,Portland,34865.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
3312,concordia university,60305-1499     ,Private/Non-Profit,197,244563,326084,36,0,61000,74,100312,133749,Portland,34865.0,Milwaukee,Wisconsin,Milwaukee,0.0664037896,2012.0
3313,concordia university,60305-1499     ,Private/Non-Profit,197,244563,326084,36,0,61000,74,100312,133749,Mequon,35129.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3314,concordia university,60305-1499     ,Private/Non-Profit,197,244563,326084,36,0,61000,74,100312,133749,Mequon,35129.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3315,concordia university,60305-1499     ,Private/Non-Profit,197,244563,326084,36,0,61000,74,100312,133749,Mequon,35129.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
3316,concordia university,60305-1499     ,Private/Non-Profit,197,244563,326084,36,0,61000,74,100312,133749,Mequon,35129.0,Milwaukee,Wisconsin,Milwaukee,0.0664037896,2012.0
3317,concordia university,48105-2797     ,Private/Non-Profit,77,76608,76608,75,0,145250,74,99620,158363,Irvine,39895.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3318,concordia university,48105-2797     ,Private/Non-Profit,77,76608,76608,75,0,145250,74,99620,158363,Irvine,39895.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3319,concordia university,48105-2797     ,Private/Non-Profit,77,76608,76608,75,0,145250,74,99620,158363,Irvine,39895.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
3320,concordia university,48105-2797     ,Private/Non-Profit,77,76608,76608,75,0,145250,74,99620,158363,Irvine,39895.0,Milwaukee,Wisconsin,Milwaukee,0.0664037896,2012.0
3321,concordia university,48105-2797     ,Private/Non-Profit,77,76608,76608,75,0,145250,74,99620,158363,River Forest,34044.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3322,concordia university,48105-2797     ,Private/Non-Profit,77,76608,76608,75,0,145250,74,99620,158363,River Forest,34044.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3323,concordia university,48105-2797     ,Private/Non-Profit,77,76608,76608,75,0,145250,74,99620,158363,River Forest,34044.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
3324,concordia university,48105-2797     ,Private/Non-Profit,77,76608,76608,75,0,145250,74,99620,158363,River Forest,34044.0,Milwaukee,Wisconsin,Milwaukee,0.0664037896,2012.0
3325,concordia university,48105-2797     ,Private/Non-Profit,77,76608,76608,75,0,145250,74,99620,158363,Portland,34865.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3326,concordia university,48105-2797     ,Private/Non-Profit,77,76608,76608,75,0,145250,74,99620,158363,Portland,34865.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3327,concordia university,48105-2797     ,Private/Non-Profit,77,76608,76608,75,0,145250,74,99620,158363,Portland,34865.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
3328,concordia university,48105-2797     ,Private/Non-Profit,77,76608,76608,75,0,145250,74,99620,158363,Portland,34865.0,Milwaukee,Wisconsin,Milwaukee,0.0664037896,2012.0
3329,concordia university,48105-2797     ,Private/Non-Profit,77,76608,76608,75,0,145250,74,99620,158363,Mequon,35129.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3330,concordia university,48105-2797     ,Private/Non-Profit,77,76608,76608,75,0,145250,74,99620,158363,Mequon,35129.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3331,concordia university,48105-2797     ,Private/Non-Profit,77,76608,76608,75,0,145250,74,99620,158363,Mequon,35129.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
3332,concordia university,48105-2797     ,Private/Non-Profit,77,76608,76608,75,0,145250,74,99620,158363,Mequon,35129.0,Milwaukee,Wisconsin,Milwaukee,0.0664037896,2012.0
3333,concordia university,68434-1594     ,Private/Non-Profit,77,118284,118284,128,0,242500,208,185039,185039,Irvine,39895.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3334,concordia university,68434-1594     ,Private/Non-Profit,77,118284,118284,128,0,242500,208,185039,185039,Irvine,39895.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3335,concordia university,68434-1594     ,Private/Non-Profit,77,118284,118284,128,0,242500,208,185039,185039,Irvine,39895.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
3336,concordia university,68434-1594     ,Private/Non-Profit,77,118284,118284,128,0,242500,208,185039,185039,Irvine,39895.0,Milwaukee,Wisconsin,Milwaukee,0.0664037896,2012.0
3337,concordia university,68434-1594     ,Private/Non-Profit,77,118284,118284,128,0,242500,208,185039,185039,River Forest,34044.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3338,concordia university,68434-1594     ,Private/Non-Profit,77,118284,118284,128,0,242500,208,185039,185039,River Forest,34044.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3339,concordia university,68434-1594     ,Private/Non-Profit,77,118284,118284,128,0,242500,208,185039,185039,River Forest,34044.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
3340,concordia university,68434-1594     ,Private/Non-Profit,77,118284,118284,128,0,242500,208,185039,185039,River Forest,34044.0,Milwaukee,Wisconsin,Milwaukee,0.0664037896,2012.0
3341,concordia university,68434-1594     ,Private/Non-Profit,77,118284,118284,128,0,242500,208,185039,185039,Portland,34865.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3342,concordia university,68434-1594     ,Private/Non-Profit,77,118284,118284,128,0,242500,208,185039,185039,Portland,34865.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3343,concordia university,68434-1594     ,Private/Non-Profit,77,118284,118284,128,0,242500,208,185039,185039,Portland,34865.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
3344,concordia university,68434-1594     ,Private/Non-Profit,77,118284,118284,128,0,242500,208,185039,185039,Portland,34865.0,Milwaukee,Wisconsin,Milwaukee,0.0664037896,2012.0
3345,concordia university,68434-1594     ,Private/Non-Profit,77,118284,118284,128,0,242500,208,185039,185039,Mequon,35129.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3346,concordia university,68434-1594     ,Private/Non-Profit,77,118284,118284,128,0,242500,208,185039,185039,Mequon,35129.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3347,concordia university,68434-1594     ,Private/Non-Profit,77,118284,118284,128,0,242500,208,185039,185039,Mequon,35129.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
3348,concordia university,68434-1594     ,Private/Non-Profit,77,118284,118284,128,0,242500,208,185039,185039,Mequon,35129.0,Milwaukee,Wisconsin,Milwaukee,0.0664037896,2012.0
3349,concordia university,97211-6099     ,Private/Non-Profit,109,205214,208277,0,0,0,82,91811,141061,Irvine,39895.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3350,concordia university,97211-6099     ,Private/Non-Profit,109,205214,208277,0,0,0,82,91811,141061,Irvine,39895.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3351,concordia university,97211-6099     ,Private/Non-Profit,109,205214,208277,0,0,0,82,91811,141061,Irvine,39895.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
3352,concordia university,97211-6099     ,Private/Non-Profit,109,205214,208277,0,0,0,82,91811,141061,Irvine,39895.0,Milwaukee,Wisconsin,Milwaukee,0.0664037896,2012.0
3353,concordia university,97211-6099     ,Private/Non-Profit,109,205214,208277,0,0,0,82,91811,141061,River Forest,34044.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3354,concordia university,97211-6099     ,Private/Non-Profit,109,205214,208277,0,0,0,82,91811,141061,River Forest,34044.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3355,concordia university,97211-6099     ,Private/Non-Profit,109,205214,208277,0,0,0,82,91811,141061,River Forest,34044.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
3356,concordia university,97211-6099     ,Private/Non-Profit,109,205214,208277,0,0,0,82,91811,141061,River Forest,34044.0,Milwaukee,Wisconsin,Milwaukee,0.0664037896,2012.0
3357,concordia university,97211-6099     ,Private/Non-Profit,109,205214,208277,0,0,0,82,91811,141061,Portland,34865.0,Region 16R (San Diego),California,Region 16R (San Diego),0.064764254,2012.0
3358,concordia university,97211-6099     ,Private/Non-Profit,109,205214,208277,0,0,0,82,91811,141061,Portland,34865.0,Region I (Cook),Illinois,Region I (Cook),0.0532141242,2012.0
3359,concordia university,97211-6099     ,Private/Non-Profit,109,205214,208277,0,0,0,82,91811,141061,Portland,34865.0,Region 5 (Central),Oregon,Region 5 (Central),0.0756674195,2012.0
