,School,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award,FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,CITY,TuitionAmount,region,State,Substate Region,value,year
11360,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Scranton,35172.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11361,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Scranton,35172.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11362,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Scranton,35172.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11363,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11364,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11365,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11366,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Scranton,35172.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11367,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Erie,26074.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11368,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Erie,26074.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11369,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Erie,26074.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11370,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11371,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11372,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11373,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Erie,26074.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11374,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Forty Fort,22518.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11375,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Forty Fort,22518.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11376,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Forty Fort,22518.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11377,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11378,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11379,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11380,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Forty Fort,22518.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11381,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Scranton,35172.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11382,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Scranton,35172.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11383,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Scranton,35172.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11384,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11385,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11386,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11387,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Scranton,35172.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11388,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Cookeville,26428.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11389,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Cookeville,26428.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11390,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Cookeville,26428.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11391,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Cookeville,26428.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11392,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Cookeville,26428.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11393,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Cookeville,26428.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11394,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Cookeville,26428.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11395,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Nashville,30923.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11396,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Nashville,30923.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11397,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Nashville,30923.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11398,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Nashville,30923.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11399,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Nashville,30923.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11400,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Nashville,30923.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11401,fortis institute,74707041,Proprietary,17,38748,32048,0,0,0,345,50000,74165,Nashville,30923.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11402,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Palm Springs,34073.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11403,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Palm Springs,34073.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11404,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Palm Springs,34073.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11405,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Palm Springs,34073.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11406,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Palm Springs,34073.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11407,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Palm Springs,34073.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11408,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Palm Springs,34073.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11409,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Port Saint Lucie,38165.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11410,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Port Saint Lucie,38165.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11411,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Port Saint Lucie,38165.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11412,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Port Saint Lucie,38165.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11413,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Port Saint Lucie,38165.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11414,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Port Saint Lucie,38165.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11415,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Port Saint Lucie,38165.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11416,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Miami,25972.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11417,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Miami,25972.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11418,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Miami,25972.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11419,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Miami,25972.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11420,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Miami,25972.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11421,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Miami,25972.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11422,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Miami,25972.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11423,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Pensacola,24165.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11424,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Pensacola,24165.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11425,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Pensacola,24165.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11426,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Pensacola,24165.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11427,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Pensacola,24165.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11428,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Pensacola,24165.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11429,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Pensacola,24165.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11430,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11431,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11432,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11433,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11434,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11435,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11436,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11437,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11438,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11439,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11440,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11441,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11442,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11443,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11444,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11445,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11446,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11447,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11448,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11449,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11450,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11451,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11452,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11453,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11454,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11455,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11456,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11457,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11458,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11459,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11460,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11461,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11462,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11463,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11464,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11465,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11466,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11467,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11468,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11469,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11470,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11471,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11472,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11473,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11474,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11475,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11476,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11477,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11478,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Erie,26074.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11479,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11480,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11481,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11482,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11483,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11484,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11485,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Forty Fort,22518.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11486,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11487,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11488,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11489,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11490,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11491,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11492,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Scranton,35172.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11493,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Cookeville,26428.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11494,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Cookeville,26428.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11495,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Cookeville,26428.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11496,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Cookeville,26428.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11497,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Cookeville,26428.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11498,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Cookeville,26428.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11499,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Cookeville,26428.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11500,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Nashville,30923.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11501,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Nashville,30923.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11502,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Nashville,30923.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11503,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Nashville,30923.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11504,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Nashville,30923.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11505,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Nashville,30923.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
