,School,Zip Code,School Type,FEDERAL WORK Recipients,FEDERAL WORK $ Federal Award,FEDERAL WORK Disbursements,PERKINS LOAN Recipients,PERKINS LOAN $ Federal Award,PERKINS LOAN Disbursements,FEDERAL SUPPLEMENTAL Recipients,FEDERAL SUPPLEMENTAL $ Federal Award,FEDERAL SUPPLEMENTAL Disbursements,CITY,TuitionAmount,region,State,Substate Region,value,year
11506,fortis institute,165061013,Proprietary,39,95166,94433,0,0,0,1076,123561,181945,Nashville,30923.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11507,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Palm Springs,34073.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11508,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Palm Springs,34073.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11509,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Palm Springs,34073.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11510,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Palm Springs,34073.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11511,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Palm Springs,34073.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11512,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Palm Springs,34073.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11513,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Palm Springs,34073.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11514,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Port Saint Lucie,38165.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11515,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Port Saint Lucie,38165.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11516,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Port Saint Lucie,38165.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11517,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Port Saint Lucie,38165.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11518,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Port Saint Lucie,38165.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11519,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Port Saint Lucie,38165.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11520,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Port Saint Lucie,38165.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11521,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Miami,25972.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11522,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Miami,25972.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11523,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Miami,25972.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11524,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Miami,25972.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11525,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Miami,25972.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11526,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Miami,25972.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11527,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Miami,25972.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11528,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Pensacola,24165.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11529,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Pensacola,24165.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11530,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Pensacola,24165.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11531,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Pensacola,24165.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11532,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Pensacola,24165.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11533,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Pensacola,24165.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11534,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Pensacola,24165.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11535,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11536,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11537,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11538,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11539,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11540,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11541,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11542,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11543,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11544,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11545,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11546,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11547,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11548,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11549,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11550,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11551,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11552,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11553,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11554,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11555,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11556,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11557,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11558,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11559,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11560,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11561,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11562,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11563,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11564,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11565,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11566,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11567,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11568,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11569,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11570,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11571,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11572,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11573,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11574,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11575,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11576,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11577,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11578,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11579,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11580,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11581,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11582,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11583,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Erie,26074.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11584,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11585,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11586,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11587,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11588,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11589,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11590,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Forty Fort,22518.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11591,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11592,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11593,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11594,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11595,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11596,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11597,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Scranton,35172.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11598,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Cookeville,26428.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11599,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Cookeville,26428.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11600,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Cookeville,26428.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11601,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Cookeville,26428.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11602,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Cookeville,26428.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11603,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Cookeville,26428.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11604,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Cookeville,26428.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11605,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Nashville,30923.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11606,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Nashville,30923.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11607,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Nashville,30923.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11608,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Nashville,30923.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11609,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Nashville,30923.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11610,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Nashville,30923.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11611,fortis institute,187042936,Proprietary,6,20250,17374,0,0,0,147,18589,30625,Nashville,30923.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11612,fortis institute,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,Palm Springs,34073.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11613,fortis institute,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,Palm Springs,34073.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11614,fortis institute,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,Palm Springs,34073.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11615,fortis institute,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,Palm Springs,34073.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11616,fortis institute,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,Palm Springs,34073.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11617,fortis institute,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,Palm Springs,34073.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11618,fortis institute,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,Palm Springs,34073.0,Region 3,Tennessee,Region 3,0.0892363453,2014.0
11619,fortis institute,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,Port Saint Lucie,38165.0,Circuit 13 (Hillsborough),Florida,Circuit 13 (Hillsborough),0.0760483488,2014.0
11620,fortis institute,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,Port Saint Lucie,38165.0,Montgomery,Maryland,Montgomery,0.0763231307,2014.0
11621,fortis institute,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,Port Saint Lucie,38165.0,Northern,New Jersey,Northern,0.0794019931,2014.0
11622,fortis institute,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,Port Saint Lucie,38165.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
11623,fortis institute,185092903,Proprietary,8,22737,20929,0,0,0,187,28000,43455,Port Saint Lucie,38165.0,"Regions 4, 11, 37, and 49",Pennsylvania,"Regions 4, 11, 37, and 49",0.0819550014,2014.0
